"","Department","Physical","Bio","Food","Sports.Science","Day","Starting.Time","Ending.Time","Number.of.Credits","Course.Title","Course.Code","Subject.Code","Course","Academic.Year","Location","Lecture.Type","General","Special","Semester.Half","Lecturer in Charge"
"1252","Zoology",0,1,0,0,"Thursday","08:55:00","09:45:00",1,"Developmental Zoology","ZOO 228 1.0","ZOO","ZOO 228 1.0 Developmental Zoology",2,"A1","Lecture",1,0,1,"Prof. L. D. C. Peiris"
"1253","Zoology",0,1,0,0,"Thursday","08:55:00","09:45:00",1,"Developmental Zoology","ZOO 228 1.0","ZOO","ZOO 228 1.0 Developmental Zoology",2,"A1","Lecture",1,0,1,NA
"1254","Zoology",0,1,0,0,"Thursday","08:55:00","09:45:00",1,"Developmental Zoology","ZOO 228 1.0","ZOO","ZOO 228 1.0 Developmental Zoology",2,"A1","Lecture",1,0,1,NA
"1255","Zoology",0,1,0,0,"Friday","10:15:00","12:00:00",2,"Genetics and Molecular Biology","ZOO 231 2.0","ZOO","ZOO 231 2.0 Genetics and Molecular Biology",2,"A1","Lecture",1,0,1,"Dr. H. S. D. Fernando"
"1256","Zoology",0,1,0,0,"Friday","10:15:00","12:00:00",2,"Genetics and Molecular Biology","ZOO 231 2.0","ZOO","ZOO 231 2.0 Genetics and Molecular Biology",2,"A1","Lecture",1,0,1,NA
"1257","Zoology",0,1,0,0,"Friday","10:15:00","12:00:00",2,"Genetics and Molecular Biology","ZOO 231 2.0","ZOO","ZOO 231 2.0 Genetics and Molecular Biology",2,"A1","Lecture",1,0,1,NA
"1258","Zoology",0,1,0,0,"Monday","08:00:00","08:50:00",1,"Integrated Watershed Management","ZOO 347 1.0","ZOO","ZOO 347 1.0 Integrated Watershed Management",3,"A1","Lecture",1,1,1,"Dr. S. A. M. A. I. K. Senanayake"
"1259","Zoology",0,1,0,0,"Monday","08:00:00","08:50:00",1,"Integrated Watershed Management","ZOO 347 1.0","ZOO","ZOO 347 1.0 Integrated Watershed Management",3,"A1","Lecture",1,1,1,NA
"1260","Zoology",0,1,0,0,"Monday","08:00:00","08:50:00",1,"Integrated Watershed Management","ZOO 347 1.0","ZOO","ZOO 347 1.0 Integrated Watershed Management",3,"A1","Lecture",1,1,1,NA
"1261","Zoology",0,1,0,0,"Monday","08:55:00","09:45:00",1,"Environmental Physiology","ZOO 332 1.0","ZOO","ZOO 332 1.0 Environmental Physiology",3,"A1","Lecture",1,1,1,"Dr. F. S. Idroos"
"1262","Zoology",0,1,0,0,"Monday","08:55:00","09:45:00",1,"Environmental Physiology","ZOO 332 1.0","ZOO","ZOO 332 1.0 Environmental Physiology",3,"A1","Lecture",1,1,1,NA
"1263","Zoology",0,1,0,0,"Monday","08:55:00","09:45:00",1,"Environmental Physiology","ZOO 332 1.0","ZOO","ZOO 332 1.0 Environmental Physiology",3,"A1","Lecture",1,1,1,NA
"1264","Zoology",0,1,0,0,"Monday","10:15:00","11:05:00",1,"Wildlife Management","ZOO 345 1.0","ZOO","ZOO 345 1.0 Wildlife Management",3,"A1","Lecture",1,1,1,"Prof. W. A. D. Mahaulpatha"
"1265","Zoology",0,1,0,0,"Monday","10:15:00","11:05:00",1,"Wildlife Management","ZOO 345 1.0","ZOO","ZOO 345 1.0 Wildlife Management",3,"A1","Lecture",1,1,1,NA
"1266","Zoology",0,1,0,0,"Monday","10:15:00","11:05:00",1,"Wildlife Management","ZOO 345 1.0","ZOO","ZOO 345 1.0 Wildlife Management",3,"A1","Lecture",1,1,1,NA
"1267","Zoology",0,1,0,0,"Monday","11:10:00","12:00:00",1,"Fundamentals of Microbial Ecology","ZOO 344 1.0","ZOO","ZOO 344 1.0 Fundamentals of Microbial Ecology",3,"A1","Lecture",1,1,1,"Snr. Prof. M. M. Pathmalal"
"1268","Zoology",0,1,0,0,"Monday","11:10:00","12:00:00",1,"Fundamentals of Microbial Ecology","ZOO 344 1.0","ZOO","ZOO 344 1.0 Fundamentals of Microbial Ecology",3,"A1","Lecture",1,1,1,NA
"1269","Zoology",0,1,0,0,"Monday","11:10:00","12:00:00",1,"Fundamentals of Microbial Ecology","ZOO 344 1.0","ZOO","ZOO 344 1.0 Fundamentals of Microbial Ecology",3,"A1","Lecture",1,1,1,NA
"1270","Zoology",0,1,0,0,"Monday","15:00:00","16:00:00",1,"Fundamentals of Immunology","ZOO 343 1.0","ZOO","ZOO 343 1.0 Fundamentals of Immunology",3,"A1","Lecture",1,1,1,"Dr. K. V. K. Gunathilake"
"1271","Zoology",0,1,0,0,"Monday","15:00:00","16:00:00",1,"Fundamentals of Immunology","ZOO 343 1.0","ZOO","ZOO 343 1.0 Fundamentals of Immunology",3,"A1","Lecture",1,1,1,NA
"1272","Zoology",0,1,0,0,"Monday","15:00:00","16:00:00",1,"Fundamentals of Immunology","ZOO 343 1.0","ZOO","ZOO 343 1.0 Fundamentals of Immunology",3,"A1","Lecture",1,1,1,NA
"1273","Zoology",0,1,0,0,"Tuesday","08:55:00","09:45:00",1,"Toxicology of Insecticides","ZOO 346 1.0","ZOO","ZOO 346 1.0 Toxicology of Insecticides",3,"A1","Lecture",1,1,1,"Dr. A. G. W. U. Perera"
"1274","Zoology",0,1,0,0,"Tuesday","08:55:00","09:45:00",1,"Toxicology of Insecticides","ZOO 346 1.0","ZOO","ZOO 346 1.0 Toxicology of Insecticides",3,"A1","Lecture",1,1,1,NA
"1275","Zoology",0,1,0,0,"Tuesday","08:55:00","09:45:00",1,"Toxicology of Insecticides","ZOO 346 1.0","ZOO","ZOO 346 1.0 Toxicology of Insecticides",3,"A1","Lecture",1,1,1,NA
"1276","Zoology",0,1,0,0,"Tuesday","13:00:00","15:00:00",2,"Nutrition","ZOO 327 2.0","ZOO","ZOO 327 2.0 Nutrition",3,"NFC3","Lecture",1,1,1,"Dr. K. V. K. Gunathilake"
"1277","Zoology",0,1,0,0,"Tuesday","13:00:00","15:00:00",2,"Nutrition","ZOO 327 2.0","ZOO","ZOO 327 2.0 Nutrition",3,"NFC3","Lecture",1,1,1,NA
"1278","Zoology",0,1,0,0,"Tuesday","13:00:00","15:00:00",2,"Nutrition","ZOO 327 2.0","ZOO","ZOO 327 2.0 Nutrition",3,"NFC3","Lecture",1,1,1,NA
"1279","Zoology",0,1,0,0,"Friday","08:55:00","12:00:00",NA,"Practicals","ZOO P","ZOO","ZOO P Practicals",3,"P","Practicals",1,1,1,NA
"1280","Zoology",0,1,0,0,"Friday","08:55:00","12:00:00",NA,"Practicals","ZOO P","ZOO","ZOO P Practicals",3,"P","Practicals",1,1,1,NA
"1281","Zoology",0,1,0,0,"Friday","08:55:00","12:00:00",NA,"Practicals","ZOO P","ZOO","ZOO P Practicals",3,"P","Practicals",1,1,1,NA
"1282","Zoology",0,1,0,0,"Friday","13:00:00","16:00:00",NA,"Practicals","ZOO P","ZOO","ZOO P Practicals",3,"P","Practicals",1,1,1,NA
"1283","Zoology",0,1,0,0,"Friday","13:00:00","16:00:00",NA,"Practicals","ZOO P","ZOO","ZOO P Practicals",3,"P","Practicals",1,1,1,NA
"1284","Zoology",0,1,0,0,"Friday","13:00:00","16:00:00",NA,"Practicals","ZOO P","ZOO","ZOO P Practicals",3,"P","Practicals",1,1,1,NA
"1285","Zoology",0,1,0,0,"Friday","13:00:00","15:00:00",2,"Molecular Systematics","ZOO 426 2.0","ZOO","ZOO 426 2.0 Molecular Systematics",4,"SLH - Botany","Lecture",0,1,1,"Snr. Prof. B. G. D. N. K. De Silva"
"1286","Zoology",0,1,0,0,"Friday","13:00:00","15:00:00",2,"Molecular Systematics","ZOO 426 2.0","ZOO","ZOO 426 2.0 Molecular Systematics",4,"SLH - Botany","Lecture",0,1,1,NA
"1287","Zoology",0,1,0,0,"Friday","13:00:00","15:00:00",2,"Molecular Systematics","ZOO 426 2.0","ZOO","ZOO 426 2.0 Molecular Systematics",4,"SLH - Botany","Lecture",0,1,1,NA
"1288","Zoology",0,1,0,0,NA,NA,NA,2,"Applications of Microbial Ecology","ZOO 427 2.0","ZOO","ZOO 427 2.0 Applications of Microbial Ecology",4,"SLH - Botany","Lecture",0,1,1,"Snr. Prof. M. M. Pathmalal"
"1289","Zoology",0,1,0,0,NA,NA,NA,2,"Applications of Microbial Ecology","ZOO 427 2.0","ZOO","ZOO 427 2.0 Applications of Microbial Ecology",4,"SLH - Botany","Lecture",0,1,1,NA
"1290","Zoology",0,1,0,0,NA,NA,NA,2,"Applications of Microbial Ecology","ZOO 427 2.0","ZOO","ZOO 427 2.0 Applications of Microbial Ecology",4,"SLH - Botany","Lecture",0,1,1,NA
"1291","Zoology",0,1,0,0,"Thursday","10:15:00","12:00:00",2,"Tetrapod Biology","ZOO 428 2.0","ZOO","ZOO 428 2.0 Tetrapod Biology",4,"SLH - Botany","Lecture",0,1,1,"Prof. W. A. D. Mahaulpatha"
"1292","Zoology",0,1,0,0,"Thursday","10:15:00","12:00:00",2,"Tetrapod Biology","ZOO 428 2.0","ZOO","ZOO 428 2.0 Tetrapod Biology",4,"SLH - Botany","Lecture",0,1,1,NA
"1293","Zoology",0,1,0,0,"Thursday","10:15:00","12:00:00",2,"Tetrapod Biology","ZOO 428 2.0","ZOO","ZOO 428 2.0 Tetrapod Biology",4,"SLH - Botany","Lecture",0,1,1,NA
"1294","Zoology",0,1,0,0,"Saturday","08:55:00","12:00:00",2,"Molecular Principles of Human Diseases","ZOO 414 2.0","ZOO","ZOO 414 2.0 Molecular Principles of Human Diseases",4,"SLH - Botany","Lecture",0,1,1,"Prof. L. D. C. Peiris"
"1295","Zoology",0,1,0,0,"Saturday","08:55:00","12:00:00",2,"Molecular Principles of Human Diseases","ZOO 414 2.0","ZOO","ZOO 414 2.0 Molecular Principles of Human Diseases",4,"SLH - Botany","Lecture",0,1,1,NA
"1296","Zoology",0,1,0,0,"Saturday","08:55:00","12:00:00",2,"Molecular Principles of Human Diseases","ZOO 414 2.0","ZOO","ZOO 414 2.0 Molecular Principles of Human Diseases",4,"SLH - Botany","Lecture",0,1,1,NA
"1297","Zoology",0,1,0,0,"Tuesday","10:15:00","12:00:00",2,"Bio Intensive Integrated Pest Management","ZOO 425 2.0","ZOO","ZOO 425 2.0 Bio Intensive Integrated Pest Management",4,"SLH - Botany","Lecture",0,1,1,"Dr. A. G. W. U. Perera"
"1298","Zoology",0,1,0,0,"Tuesday","10:15:00","12:00:00",2,"Bio Intensive Integrated Pest Management","ZOO 425 2.0","ZOO","ZOO 425 2.0 Bio Intensive Integrated Pest Management",4,"SLH - Botany","Lecture",0,1,1,NA
"1299","Zoology",0,1,0,0,"Tuesday","10:15:00","12:00:00",2,"Bio Intensive Integrated Pest Management","ZOO 425 2.0","ZOO","ZOO 425 2.0 Bio Intensive Integrated Pest Management",4,"SLH - Botany","Lecture",0,1,1,NA
"1300","Zoology",0,1,0,0,NA,NA,NA,2,"Mosquito Biology","ZOO 429 2.0","ZOO","ZOO 429 2.0 Mosquito Biology",4,"SLH - Botany","Lecture",0,1,1,"Dr. H. S. D. Fernando"
"1301","Zoology",0,1,0,0,NA,NA,NA,2,"Mosquito Biology","ZOO 429 2.0","ZOO","ZOO 429 2.0 Mosquito Biology",4,"SLH - Botany","Lecture",0,1,1,NA
"1302","Zoology",0,1,0,0,NA,NA,NA,2,"Mosquito Biology","ZOO 429 2.0","ZOO","ZOO 429 2.0 Mosquito Biology",4,"SLH - Botany","Lecture",0,1,1,NA
"1303","Zoology",0,1,0,0,"Monday","14:00:00","15:00:00",1,"Water Chemistry","ARM 110 1.0","ARM","ARM 110 1.0 Water Chemistry",1,"A1","Lecture",1,0,1,"Prof. S.D.M. Chinthaka"
"1304","Zoology",0,1,0,0,"Monday","14:00:00","15:00:00",1,"Water Chemistry","ARM 110 1.0","ARM","ARM 110 1.0 Water Chemistry",1,"A1","Lecture",1,0,1,NA
"1305","Zoology",0,1,0,0,"Monday","14:00:00","15:00:00",1,"Water Chemistry","ARM 110 1.0","ARM","ARM 110 1.0 Water Chemistry",1,"A1","Lecture",1,0,1,NA
"1306","Zoology",0,1,0,0,"Tuesday","11:10:00","12:00:00",1,"Aquatic Invertebrates","ARM 109 1.0","ARM","ARM 109 1.0 Aquatic Invertebrates",1,"A1","Lecture",1,0,1,"Dr. K. N. M. Wijayathilaka"
"1307","Zoology",0,1,0,0,"Tuesday","11:10:00","12:00:00",1,"Aquatic Invertebrates","ARM 109 1.0","ARM","ARM 109 1.0 Aquatic Invertebrates",1,"A1","Lecture",1,0,1,NA
"1308","Zoology",0,1,0,0,"Tuesday","11:10:00","12:00:00",1,"Aquatic Invertebrates","ARM 109 1.0","ARM","ARM 109 1.0 Aquatic Invertebrates",1,"A1","Lecture",1,0,1,NA
"1309","Zoology",0,1,0,0,"Wednesday","08:00:00","08:50:00",1,"Aquatic Vegetation","ARM 108 1.0","ARM","ARM 108 1.0 Aquatic Vegetation",1,"A1","Lecture",1,0,1,"Dr. I. U. Kariyawasam"
"1310","Zoology",0,1,0,0,"Wednesday","08:00:00","08:50:00",1,"Aquatic Vegetation","ARM 108 1.0","ARM","ARM 108 1.0 Aquatic Vegetation",1,"A1","Lecture",1,0,1,NA
"1311","Zoology",0,1,0,0,"Wednesday","08:00:00","08:50:00",1,"Aquatic Vegetation","ARM 108 1.0","ARM","ARM 108 1.0 Aquatic Vegetation",1,"A1","Lecture",1,0,1,NA
"1312","Zoology",0,1,0,0,"Wednesday","08:55:00","09:45:00",1,"Ecology of Plankton & Benthos","ARM 107 1.0","ARM","ARM 107 1.0 Ecology of Plankton & Benthos",1,"A1","Lecture",1,0,1,"Dr. F. S. Idroos"
"1313","Zoology",0,1,0,0,"Wednesday","08:55:00","09:45:00",1,"Ecology of Plankton & Benthos","ARM 107 1.0","ARM","ARM 107 1.0 Ecology of Plankton & Benthos",1,"A1","Lecture",1,0,1,NA
"1314","Zoology",0,1,0,0,"Wednesday","08:55:00","09:45:00",1,"Ecology of Plankton & Benthos","ARM 107 1.0","ARM","ARM 107 1.0 Ecology of Plankton & Benthos",1,"A1","Lecture",1,0,1,NA
"1315","Zoology",0,1,0,0,"Wednesday","13:00:00","15:00:00",NA,"Practicals","ARM P","ARM","ARM P Practicals",1,"P","Practicals",1,0,1,NA
"1316","Zoology",0,1,0,0,"Wednesday","13:00:00","15:00:00",NA,"Practicals","ARM P","ARM","ARM P Practicals",1,"P","Practicals",1,0,1,NA
"1317","Zoology",0,1,0,0,"Wednesday","13:00:00","15:00:00",NA,"Practicals","ARM P","ARM","ARM P Practicals",1,"P","Practicals",1,0,1,NA
"1318","Zoology",0,1,0,0,"Monday","08:00:00","08:50:00",1,"Inland Fisheries","ARM 206 1.0","ARM","ARM 206 1.0 Inland Fisheries",2,"M1","Lecture",1,0,1,"Prof. D. C. T. Dissanayake"
"1319","Zoology",0,1,0,0,"Monday","08:00:00","08:50:00",1,"Inland Fisheries","ARM 206 1.0","ARM","ARM 206 1.0 Inland Fisheries",2,"M1","Lecture",1,0,1,"Dr. F. S. Idroos"
"1320","Zoology",0,1,0,0,"Monday","08:00:00","08:50:00",1,"Inland Fisheries","ARM 206 1.0","ARM","ARM 206 1.0 Inland Fisheries",2,"M1","Lecture",1,0,1,NA
"1321","Zoology",0,1,0,0,"Monday","08:55:00","12:00:00",NA,"Practicals","ARM P","ARM","ARM P Practicals",2,"P","Practicals",1,0,1,NA
"1322","Zoology",0,1,0,0,"Monday","08:55:00","12:00:00",NA,"Practicals","ARM P","ARM","ARM P Practicals",2,"P","Practicals",1,0,1,NA
"1323","Zoology",0,1,0,0,"Monday","08:55:00","12:00:00",NA,"Practicals","ARM P","ARM","ARM P Practicals",2,"P","Practicals",1,0,1,NA
"1324","Zoology",0,1,0,0,"Wednesday","13:00:00","15:00:00",2,"Culture Methods of Finfish & Shellfish","ARM 205 2.0","ARM","ARM 205 2.0 Culture Methods of Finfish & Shellfish",2,"A1","Lecture",1,0,1,"Dr. S. A. M. A. I. K. Senanayake"
"1325","Zoology",0,1,0,0,"Wednesday","13:00:00","15:00:00",2,"Culture Methods of Finfish & Shellfish","ARM 205 2.0","ARM","ARM 205 2.0 Culture Methods of Finfish & Shellfish",2,"A1","Lecture",1,0,1,NA
"1326","Zoology",0,1,0,0,"Wednesday","13:00:00","15:00:00",2,"Culture Methods of Finfish & Shellfish","ARM 205 2.0","ARM","ARM 205 2.0 Culture Methods of Finfish & Shellfish",2,"A1","Lecture",1,0,1,NA
"1327","Zoology",0,1,0,0,"Friday","08:55:00","09:45:00",1,"Fish Genetics","ARM 207 1.0","ARM","ARM 207 1.0 Fish Genetics",2,"B3","Lecture",1,0,1,"Dr. K. V. K. Gunathilake"
"1328","Zoology",0,1,0,0,"Friday","08:55:00","09:45:00",1,"Fish Genetics","ARM 207 1.0","ARM","ARM 207 1.0 Fish Genetics",2,"B3","Lecture",1,0,1,NA
"1329","Zoology",0,1,0,0,"Friday","08:55:00","09:45:00",1,"Fish Genetics","ARM 207 1.0","ARM","ARM 207 1.0 Fish Genetics",2,"B3","Lecture",1,0,1,NA
"1330","Zoology",0,1,0,0,"Monday","08:00:00","08:50:00",1,"Integrated Watershed Management","ARM 311 1.0","ARM","ARM 311 1.0 Integrated Watershed Management",3,"A1","Lecture",1,1,1,"Dr. S. A. M. A. I. K. Senanayake"
"1331","Zoology",0,1,0,0,"Monday","08:00:00","08:50:00",1,"Integrated Watershed Management","ARM 311 1.0","ARM","ARM 311 1.0 Integrated Watershed Management",3,"A1","Lecture",1,1,1,NA
"1332","Zoology",0,1,0,0,"Monday","08:00:00","08:50:00",1,"Integrated Watershed Management","ARM 311 1.0","ARM","ARM 311 1.0 Integrated Watershed Management",3,"A1","Lecture",1,1,1,NA
"1333","Zoology",0,1,0,0,"Monday","08:55:00","09:45:00",1,"Ecophysiology","ARM 310 1.0","ARM","ARM 310 1.0 Ecophysiology",3,"A1","Lecture",1,1,1,"Dr. F. S. Idroos"
"1334","Zoology",0,1,0,0,"Monday","08:55:00","09:45:00",1,"Ecophysiology","ARM 310 1.0","ARM","ARM 310 1.0 Ecophysiology",3,"A1","Lecture",1,1,1,NA
"1335","Zoology",0,1,0,0,"Monday","08:55:00","09:45:00",1,"Ecophysiology","ARM 310 1.0","ARM","ARM 310 1.0 Ecophysiology",3,"A1","Lecture",1,1,1,NA
"1336","Zoology",0,1,0,0,"Monday","14:00:00","15:00:00",1,"Aquatic Vertebrate Conservation","ARM 312 1.0","ARM","ARM 312 1.0 Aquatic Vertebrate Conservation",3,"F2","Lecture",1,1,1,"Prof. W. A. D. Mahaulpatha"
"1337","Zoology",0,1,0,0,"Monday","14:00:00","15:00:00",1,"Aquatic Vertebrate Conservation","ARM 312 1.0","ARM","ARM 312 1.0 Aquatic Vertebrate Conservation",3,"F2","Lecture",1,1,1,NA
"1338","Zoology",0,1,0,0,"Monday","14:00:00","15:00:00",1,"Aquatic Vertebrate Conservation","ARM 312 1.0","ARM","ARM 312 1.0 Aquatic Vertebrate Conservation",3,"F2","Lecture",1,1,1,NA
"1339","Zoology",0,1,0,0,"Tuesday","13:00:00","15:00:00",2,"Nutrition","ARM 304 2.0","ARM","ARM 304 2.0 Nutrition",3,"NFC3","Lecture",1,1,1,"Dr. K. V. K. Gunathilake"
"1340","Zoology",0,1,0,0,"Tuesday","13:00:00","15:00:00",2,"Nutrition","ARM 304 2.0","ARM","ARM 304 2.0 Nutrition",3,"NFC3","Lecture",1,1,1,NA
"1341","Zoology",0,1,0,0,"Tuesday","13:00:00","15:00:00",2,"Nutrition","ARM 304 2.0","ARM","ARM 304 2.0 Nutrition",3,"NFC3","Lecture",1,1,1,NA
"1342","Zoology",0,1,0,0,"Thursday","10:15:00","12:00:00",2,"Marine and Coastal Ecology","ARM 309 2.0","ARM","ARM 309 2.0 Marine and Coastal Ecology",3,"F2","Lecture",1,1,1,"Prof. R. R. M. K. P. Ranatunga"
"1343","Zoology",0,1,0,0,"Thursday","10:15:00","12:00:00",2,"Marine and Coastal Ecology","ARM 309 2.0","ARM","ARM 309 2.0 Marine and Coastal Ecology",3,"F2","Lecture",1,1,1,NA
"1344","Zoology",0,1,0,0,"Thursday","10:15:00","12:00:00",2,"Marine and Coastal Ecology","ARM 309 2.0","ARM","ARM 309 2.0 Marine and Coastal Ecology",3,"F2","Lecture",1,1,1,NA
"1345","Zoology",0,1,0,0,"Friday","08:55:00","12:00:00",NA,"Practicals","ARM P","ARM","ARM P Practicals",3,"P","Practicals",1,1,1,NA
"1346","Zoology",0,1,0,0,"Friday","08:55:00","12:00:00",NA,"Practicals","ARM P","ARM","ARM P Practicals",3,"P","Practicals",1,1,1,NA
"1347","Zoology",0,1,0,0,"Friday","08:55:00","12:00:00",NA,"Practicals","ARM P","ARM","ARM P Practicals",3,"P","Practicals",1,1,1,NA
"1348","Zoology",0,1,0,0,"Tuesday","13:00:00","14:00:00",1,"Principles of Ecology","BIO 111 1.0","BIO","BIO 111 1.0 Principles of Ecology",1,"A1","Lecture",1,0,1,"Prof. R. R. M. K. P. Ranatunga"
"1349","Zoology",0,1,0,0,"Tuesday","13:00:00","14:00:00",1,"Principles of Ecology","BIO 111 1.0","BIO","BIO 111 1.0 Principles of Ecology",1,"A1","Lecture",1,0,1,NA
"1350","Zoology",0,1,0,0,"Tuesday","13:00:00","14:00:00",1,"Principles of Ecology","BIO 111 1.0","BIO","BIO 111 1.0 Principles of Ecology",1,"A1","Lecture",1,0,1,NA
"1351","Zoology",0,1,0,0,"Wednesday","08:55:00","12:00:00",NA,"Practicals","BIO P","BIO","BIO P Practicals",1,"P","Practicals",1,0,1,NA
"1352","Zoology",0,1,0,0,"Wednesday","08:55:00","12:00:00",NA,"Practicals","BIO P","BIO","BIO P Practicals",1,"P","Practicals",1,0,1,NA
"1353","Zoology",0,1,0,0,"Wednesday","08:55:00","12:00:00",NA,"Practicals","BIO P","BIO","BIO P Practicals",1,"P","Practicals",1,0,1,NA
"1354","Zoology",0,1,0,0,"Wednesday","13:00:00","15:00:00",2,"Plant Form and Function","BIO 104 2.0","BIO","BIO 104 2.0  Plant Form and Function",1,"A1","Lecture",1,0,1,"Prof. W.T.P.S.K.Senarath"
"1355","Zoology",0,1,0,0,"Wednesday","13:00:00","15:00:00",2,"Plant Form and Function","BIO 104 2.0","BIO","BIO 104 2.0  Plant Form and Function",1,"A1","Lecture",1,0,1,NA
"1356","Zoology",0,1,0,0,"Wednesday","13:00:00","15:00:00",2,"Plant Form and Function","BIO 104 2.0","BIO","BIO 104 2.0  Plant Form and Function",1,"A1","Lecture",1,0,1,NA
"1357","Zoology",0,1,0,0,"Wednesday","16:00:00","17:45:00",1,"Biological Statistics","BIO 110 1.0","BIO","BIO 110 1.0 Biological Statistics",1,"NFC4","Lecture",1,0,1,"Dr. C. Wickramarachchi"
"1358","Zoology",0,1,0,0,"Wednesday","16:00:00","17:45:00",1,"Biological Statistics","BIO 110 1.0","BIO","BIO 110 1.0 Biological Statistics",1,"NFC4","Lecture",1,0,1,NA
"1359","Zoology",0,1,0,0,"Wednesday","16:00:00","17:45:00",1,"Biological Statistics","BIO 110 1.0","BIO","BIO 110 1.0 Biological Statistics",1,"NFC4","Lecture",1,0,1,NA
"1360","Zoology",0,1,0,0,"Tuesday","08:55:00","12:00:00",NA,"Practicals","BIO P","BIO","BIO P Practicals",2,"P","Practicals",1,0,1,NA
"1361","Zoology",0,1,0,0,"Tuesday","08:55:00","12:00:00",NA,"Practicals","BIO P","BIO","BIO P Practicals",2,"P","Practicals",1,0,1,NA
"1362","Zoology",0,1,0,0,"Tuesday","08:55:00","12:00:00",NA,"Practicals","BIO P","BIO","BIO P Practicals",2,"P","Practicals",1,0,1,NA
"1363","Zoology",0,1,0,0,"Tuesday","14:00:00","15:00:00",1,"Entomology","BIO 212 1.0","BIO","BIO 212 1.0 Entomology",2,"A1","Lecture",1,0,1,"Dr. A. G. W. U. Perera"
"1364","Zoology",0,1,0,0,"Tuesday","14:00:00","15:00:00",1,"Entomology","BIO 212 1.0","BIO","BIO 212 1.0 Entomology",2,"A1","Lecture",1,0,1,NA
"1365","Zoology",0,1,0,0,"Tuesday","14:00:00","15:00:00",1,"Entomology","BIO 212 1.0","BIO","BIO 212 1.0 Entomology",2,"A1","Lecture",1,0,1,NA
"1366","Zoology",0,1,0,0,"Thursday","08:55:00","09:45:00",1,"Developmental Biology","BIO 211 1.0","BIO","BIO 211 1.0 Developmental Biology",2,"A1","Lecture",1,0,1,"Prof. L. D. C. Peiris"
"1367","Zoology",0,1,0,0,"Thursday","08:55:00","09:45:00",1,"Developmental Biology","BIO 211 1.0","BIO","BIO 211 1.0 Developmental Biology",2,"A1","Lecture",1,0,1,NA
"1368","Zoology",0,1,0,0,"Thursday","08:55:00","09:45:00",1,"Developmental Biology","BIO 211 1.0","BIO","BIO 211 1.0 Developmental Biology",2,"A1","Lecture",1,0,1,NA
"1369","Zoology",0,1,0,0,"Thursday","10:15:00","12:00:00",1,"Environmental Science","BIO 209 1.0","BIO","BIO 209 1.0 Environmental Science",2,"A1","Lecture",1,0,1,"Snr. Prof. M. M. Pathmalal"
"1370","Zoology",0,1,0,0,"Thursday","10:15:00","12:00:00",1,"Environmental Science","BIO 209 1.0","BIO","BIO 209 1.0 Environmental Science",2,"A1","Lecture",1,0,1,NA
"1371","Zoology",0,1,0,0,"Thursday","10:15:00","12:00:00",1,"Environmental Science","BIO 209 1.0","BIO","BIO 209 1.0 Environmental Science",2,"A1","Lecture",1,0,1,NA
"1372","Zoology",0,1,0,0,"Friday","10:15:00","12:00:00",2,"Genetics and Molecular Biology","BIO 207 2.0","BIO","BIO 207 2.0 Genetics and Molecular Biology",2,"A1","Lecture",1,0,1,"Dr. H. S. D. Fernando"
"1373","Zoology",0,1,0,0,"Friday","10:15:00","12:00:00",2,"Genetics and Molecular Biology","BIO 207 2.0","BIO","BIO 207 2.0 Genetics and Molecular Biology",2,"A1","Lecture",1,0,1,NA
"1374","Zoology",0,1,0,0,"Friday","10:15:00","12:00:00",2,"Genetics and Molecular Biology","BIO 207 2.0","BIO","BIO 207 2.0 Genetics and Molecular Biology",2,"A1","Lecture",1,0,1,NA
"1375","Zoology",0,1,0,0,"Friday","13:00:00","14:00:00",1,"Host Microbial Interactions","BIO 210 1.0","BIO","BIO 210 1.0 Host Microbial Interactions",2,"NFC3","Lecture",1,0,1,"Ms. H.T. Mandakini"
"1376","Zoology",0,1,0,0,"Friday","13:00:00","14:00:00",1,"Host Microbial Interactions","BIO 210 1.0","BIO","BIO 210 1.0 Host Microbial Interactions",2,"NFC3","Lecture",1,0,1,NA
"1377","Zoology",0,1,0,0,"Friday","13:00:00","14:00:00",1,"Host Microbial Interactions","BIO 210 1.0","BIO","BIO 210 1.0 Host Microbial Interactions",2,"NFC3","Lecture",1,0,1,NA
"1378","Zoology",0,1,0,0,"Monday","11:10:00","12:00:00",1,"Microbial Ecology","BIO 354 1.0","BIO","BIO 354 1.0 Microbial Ecology",3,"A1","Lecture",1,1,1,"Snr. Prof. M. M. Pathmalal"
"1379","Zoology",0,1,0,0,"Monday","11:10:00","12:00:00",1,"Microbial Ecology","BIO 354 1.0","BIO","BIO 354 1.0 Microbial Ecology",3,"A1","Lecture",1,1,1,NA
"1380","Zoology",0,1,0,0,"Monday","11:10:00","12:00:00",1,"Microbial Ecology","BIO 354 1.0","BIO","BIO 354 1.0 Microbial Ecology",3,"A1","Lecture",1,1,1,NA
"1381","Zoology",0,1,0,0,"Monday","15:00:00","16:00:00",1,"Immunology","BIO 355 1.0","BIO","BIO 355 1.0 Immunology",3,"A1","Lecture",1,1,1,"Dr. K. V. K. Gunathilake"
"1382","Zoology",0,1,0,0,"Monday","15:00:00","16:00:00",1,"Immunology","BIO 355 1.0","BIO","BIO 355 1.0 Immunology",3,"A1","Lecture",1,1,1,NA
